Order ID,Order Date,Delivery date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,,,,
CA-2015-127173,2015-26-09,10-03-2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.44,3,0,16.1868,,,,
CA-2014-101833,2014-17-11,2014-22-11,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0,17.22,,,,
CA-2017-167752,2017-15-01,2017-18-01,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,1,0.2,3.8682,,,,
CA-2014-130729,2014-24-10,2014-29-10,Standard Class,AA-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3,0.2,11.1384,,,,
CA-2016-141523,2016-19-12,2016-24-12,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3,0.2,11.5587,,,,
CA-2017-124261,2017-14-11,2017-19-11,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,Newell 347,34.24,8,0,9.9296,,,,
CA-2014-130155,2014-19-05,2014-22-05,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,34.2,5,0,9.234,,,,
CA-2016-115224,12-08-2016,12-11-2016,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,0,9.534,,,,
CA-2015-157035,12-09-2015,12-12-2015,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,Xerox 188,34.02,3,0,16.6698,,,,
CA-2015-154746,2015-14-11,2015-17-11,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,0,16.98,,,,
US-2017-160465,2017-21-07,2017-26-07,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,Vinyl Sectional Post Binders,33.93,3,0.7,-22.62,,,,
CA-2016-140564,12-05-2016,12-10-2016,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,8,0,13.2288,,,,
US-2016-153129,2016-26-12,2016-30-12,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,5,0,15.594,,,,
US-2016-157840,2016-20-12,2016-23-12,Second Class,MC-17575,Matt Collins,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,5,0,15.594,,,,
CA-2016-161676,2016-18-07,2016-23-07,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5,0.2,4.225,,,,
US-2014-112914,2014-25-09,2014-30-09,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,Xerox 1954,33.792,8,0.2,10.56,,,,
CA-2017-150931,01-06-2017,2017-13-01,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.5204,,,,
CA-2017-144680,2017-31-03,04-02-2017,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,5,0.8,-90.774,,,,
CA-2017-130526,2017-26-11,2017-29-11,First Class,GT-14755,Guy Thornton,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,8,0.8,-53.7088,,,,
CA-2016-111941,2016-25-12,2016-28-12,Second Class,BD-11620,Brian DeCherney,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,,,,
CA-2016-126795,2016-13-06,2016-16-06,Second Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,33.568,2,0.2,11.7488,,,,
CA-2015-157287,2015-22-12,2015-23-12,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,"Tennsco Lockers, Sand",33.568,2,0.2,1.6784,,,,
CA-2014-141152,2014-16-09,2014-19-09,First Class,RF-19345,Randy Ferguson,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,1,0.2,12.582,,,,
CA-2016-114405,04-07-2016,04-12-2016,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,33.528,3,0.2,2.5146,,,,
CA-2016-100468,2016-24-11,12-01-2016,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2,0.2,3.352,,,,
US-2016-132423,2016-15-04,2016-19-04,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,7,0.2,5.8604,,,,
CA-2015-112214,08-05-2015,08-11-2015,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,,,,
US-2017-130953,2017-29-07,08-03-2017,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,GBC Poly Designer Binding Covers,33.48,2,0,16.4052,,,,
CA-2017-129833,12-09-2017,2017-15-12,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5,0,15.387,,,,
CA-2016-167983,2016-21-08,2016-24-08,Second Class,RP-19270,Rachel Payne,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,10,0.2,11.704,,,,
CA-2016-105900,2016-17-09,2016-23-09,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,33.4,5,0,12.358,,,,
CA-2016-123526,2016-24-12,2016-25-12,First Class,BV-11245,Benjamin Venier,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,Xerox 1898,33.4,5,0,16.032,,,,
CA-2015-110289,2015-29-10,11-02-2015,Standard Class,NB-18655,Nona Balk,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,Xerox 1898,33.4,5,0,16.032,,,,
CA-2017-104381,2017-16-12,2017-23-12,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33.376,4,0.2,10.43,,,,
CA-2015-138219,2015-23-03,2015-30-03,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0,16.68,,,,
CA-2016-156748,2016-30-11,12-06-2016,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0,16.68,,,,
CA-2017-105543,2017-24-11,2017-24-11,Same Day,BG-11695,Brooke Gillingham,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0,7.9896,,,,
US-2017-110646,2017-26-10,2017-31-10,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",33.282,3,0.7,-27.735,,,,
US-2014-114188,2014-20-05,2014-22-05,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0,9.3184,,,,
US-2015-117184,2015-17-05,2015-21-05,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28,5,0.8,-49.92,,,,
CA-2017-135692,2017-27-04,05-01-2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.2,11.592,,,,
CA-2014-114510,2014-14-03,2014-19-03,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,GBC Wire Binding Combs,33.088,4,0.2,11.1672,,,,
CA-2016-113516,09-08-2016,09-10-2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,0.2,11.5584,,,,
US-2016-127425,2016-26-08,2016-31-08,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,0,8.25,,,,
CA-2015-149300,2015-22-11,2015-23-11,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,3,0.5,-1.9791,,,,
CA-2014-163293,09-08-2014,09-11-2014,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0,12.8583,,,,
CA-2014-162866,2014-27-12,2014-31-12,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,DAX Wood Document Frame,32.952,6,0.6,-19.7712,,,,
CA-2015-101707,2015-27-08,09-01-2015,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0,9.2232,,,,
US-2017-111024,07-03-2017,07-06-2017,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024,,,,
US-2014-137680,2014-24-02,03-02-2014,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024,,,,
CA-2015-120397,07-02-2015,07-02-2015,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784,4,0.8,-85.2384,,,,
US-2017-104661,2017-15-01,2017-18-01,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544,,,,
US-2017-125717,2017-28-09,10-01-2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776,,,,
CA-2017-165715,12-02-2017,12-08-2017,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Greensboro,North Carolina,27405,South,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,32.776,1,0.2,2.4582,,,,
CA-2014-165974,2014-29-06,07-06-2014,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32.76,7,0.2,3.6855,,,,
CA-2015-148628,12-06-2015,12-11-2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,0,15.065,,,,
CA-2017-156363,2017-22-10,2017-28-10,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",32.7,5,0.4,-6.54,,,,
CA-2017-169474,02-04-2017,02-09-2017,Standard Class,JF-15355,Jay Fein,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,32.67,3,0,8.4942,,,,
CA-2017-155362,2017-17-12,2017-21-12,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Storage,Adjustable Personal File Tote,32.56,2,0,8.4656,,,,
CA-2016-118689,10-02-2016,10-09-2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,0,4.872,,,,
CA-2017-140151,2017-23-03,2017-25-03,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,0,4.872,,,,
CA-2017-132199,05-03-2017,05-08-2017,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.448,2,0.2,7.3008,,,,
CA-2016-142545,2016-28-10,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,Xerox 223,32.4,5,0,15.552,,,,
CA-2015-120880,2015-29-05,06-03-2015,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,Xerox 1894,32.4,5,0,15.552,,,,
CA-2015-133025,2015-17-09,2015-19-09,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 216,32.4,5,0,15.552,,,,
CA-2014-109218,2014-30-06,07-03-2014,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0,10.368,,,,
CA-2016-120558,06-07-2016,06-10-2016,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,Xerox 226,32.4,5,0,15.552,,,,
CA-2014-116904,2014-23-09,2014-28-09,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,Xerox 217,32.4,5,0,15.552,,,,
CA-2017-142342,2017-17-07,2017-19-07,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,Xerox 221,32.4,5,0,15.552,,,,
CA-2015-134992,2015-22-09,2015-26-09,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,Xerox 214,32.4,5,0,15.552,,,,
US-2017-148866,2017-19-09,2017-24-09,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,Xerox 228,32.4,5,0,15.552,,,,
US-2017-167402,2017-13-01,2017-18-01,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,Xerox 23,32.4,5,0,15.552,,,,
CA-2015-127481,12-12-2015,2015-15-12,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,Xerox 1930,32.4,5,0,15.876,,,,
CA-2016-113117,2016-16-08,2016-22-08,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Davis,California,95616,West,Office Supplies,Paper,Xerox 1931,32.4,5,0,15.552,,,,
CA-2016-128671,08-11-2016,2016-16-08,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,Xerox 202,32.4,5,0,15.552,,,,
CA-2014-161634,2014-14-11,2014-20-11,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Paper,Xerox 192,32.4,5,0,15.552,,,,
US-2014-158365,04-12-2014,2014-17-04,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,Xerox 213,32.4,5,0,15.552,,,,
CA-2016-152646,2016-21-11,2016-26-11,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 222,32.4,5,0,15.552,,,,
US-2017-135986,2017-20-06,2017-27-06,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,Xerox 230,32.4,5,0,15.552,,,,
CA-2017-144484,09-11-2017,09-11-2017,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4,0,11.6496,,,,
CA-2015-149811,01-04-2015,01-10-2015,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,0,15.5232,,,,
CA-2014-146591,2014-19-01,2014-20-01,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,,,,
US-2015-122140,04-02-2015,04-07-2015,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2,0.8,-80.48,,,,
CA-2016-101329,2016-22-04,2016-29-04,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art,Barrel Sharpener,32.13,9,0,8.3538,,,,
US-2017-102183,2017-21-08,2017-28-08,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,Avery Metallic Poly Binders,32.088,7,0.2,11.2308,,,,
US-2015-157014,10-03-2015,10-06-2015,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,0.7,-22.449,,,,
US-2016-142251,2016-31-10,11-04-2016,Second Class,FO-14305,Frank Olsen,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,Xerox 1898,32.064,6,0.2,11.2224,,,,
CA-2016-150483,2016-31-05,06-04-2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",32.064,3,0.6,-12.8256,,,,
US-2016-159093,05-09-2016,2016-14-05,Standard Class,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4,0,14.418,,,,
US-2015-158589,2015-20-11,2015-24-11,Standard Class,KW-16570,Kelly Williams,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,Dana Swing-Arm Lamps,32.04,3,0,8.01,,,,
CA-2017-158407,06-04-2017,06-10-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,,,,
CA-2014-136861,09-05-2014,09-07-2014,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,,,,
CA-2017-121468,2017-19-11,2017-20-11,First Class,KD-16345,Katherine Ducich,Consumer,United States,Westminster,California,92683,West,Technology,Phones,Square Credit Card Reader,31.968,4,0.2,2.3976,,,,
US-2016-155768,12-01-2016,12-01-2016,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0,1.598,,,,
CA-2016-126858,2016-19-11,2016-23-11,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0,1.598,,,,
CA-2015-112053,10-11-2015,2015-13-10,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",31.95,1,0,2.2365,,,,
CA-2014-157924,10-11-2014,2014-13-10,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992,,,,
CA-2015-120320,03-05-2015,03-09-2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2,0.2,2.394,,,,
CA-2017-130043,2017-15-09,2017-19-09,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,Xerox 1897,31.872,8,0.2,11.5536,,,,
CA-2016-102981,09-06-2016,09-09-2016,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151,,,,
CA-2014-104780,2014-21-05,2014-25-05,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037,West,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,0,10.5072,,,,
CA-2017-108756,2017-25-12,2017-29-12,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,East Orange,New Jersey,7017,East,Technology,Accessories,Memorex Micro Travel Drive 4 GB,31.8,3,0,13.674,,,,
CA-2017-146185,2017-15-09,2017-19-09,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328,,,,
CA-2017-147207,01-02-2017,01-04-2017,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,Newell 319,31.744,2,0.2,3.968,,,,
CA-2015-114468,2015-23-08,2015-23-08,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,4,0.2,2.772,,,,
CA-2016-103947,04-01-2016,04-08-2016,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.8625,,,,
CA-2016-147578,2016-22-04,2016-26-04,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0,10.4148,,,,
CA-2015-130218,2015-23-03,2015-26-03,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Fasteners,Staples,31.56,4,0,14.202,,,,
CA-2016-159639,2016-27-11,12-02-2016,Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0,10.4148,,,,
CA-2015-148495,2015-13-08,2015-13-08,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,Pomona,California,91767,West,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0,10.4148,,,,
CA-2015-108259,11-08-2015,2015-15-11,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Fasteners,OIC Binder Clips,31.504,11,0.2,11.814,,,,
CA-2015-100251,2015-17-05,2015-23-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Labels,Self-Adhesive Removable Labels,31.5,10,0,15.12,,,,
CA-2015-130204,09-03-2015,09-09-2015,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,,,,
US-2017-103828,2017-13-08,2017-13-08,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,,,,
CA-2017-107986,2017-13-12,2017-13-12,Same Day,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,,,,
CA-2016-165148,2016-22-10,2016-24-10,First Class,PM-19135,Peter McVee,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0,10.048,,,,
CA-2016-162901,2016-28-03,2016-31-03,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,Hanging Personal Folder File,31.4,2,0,7.85,,,,
US-2015-115238,2015-30-04,05-04-2015,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.4,5,0,13.188,,,,
CA-2016-109407,2016-24-01,2016-26-01,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,0,15.68,,,,
CA-2016-167507,2016-22-12,2016-28-12,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,0.7,-25.056,,,,
CA-2015-167696,2015-16-09,2015-21-09,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,Staple envelope,31.12,4,0,14.6264,,,,
